,0
0,1.07058689397371
1,0.6597623137441363
2,0.48686191889751046
3,0.31800217579043155
4,0.08059346235862712
5,0.034313473521822804
6,0.024149121014878733
7,0.01344970085906075
8,0.011215782859641152
9,0.013147965244094692
10,0.02154317073535512
11,0.024574231769344482
12,0.018708906152650768
13,0.014752657314650808
14,0.007534472977905785
15,0.013242427900627273
16,0.02070469193181222
17,0.017410644204225344
18,0.0297536713432696
19,0.020984239601741225
20,0.011315029730053341
21,0.01357930655040343
22,0.013844553332447336
23,0.015999824568705877
24,0.012346381058999963
25,0.012324653664967433
26,0.017461462525122564
27,0.0193589627154027
28,0.01898293788505923
29,0.013412816375097914
30,0.014769193496915986
31,0.016420019425933446
32,0.009053450962910723
33,0.01833241169634682
34,0.008781502628582114
35,0.007842880078720048
36,0.014425609417569313
37,0.021768303965299145
38,0.011627657347779879
39,0.007499607078191935
40,0.007173556099359595
41,0.004798076806382077
42,0.009097717547866174
43,0.005808803865964637
44,0.00485429408789607
45,0.010210312843806812
46,0.01142694001493936
47,0.009645358004894187
48,0.004744430706954723
49,0.0046224038814448795
50,0.0027584305676175334
51,0.0012236224223293078
52,0.0006118112111646539
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
